Alpha-2,Alpha-3,Country,country code,Country-Code,Date,Iso 3166-2,over 1% dates,Region,Region-Code,Sub-Region,Number of Records,Sub-Region-Code,Xmas Normalized,Xmas Pcnt
CZ,CZE,Czech Republic,CZ,203,12/7/2017,ISO 3166-2:CZ,12/7/2017,Europe,150,Eastern Europe,1,151,0.002125568,0.057191110
HU,HUN,Hungary,HU,348,12/7/2017,ISO 3166-2:HU,12/7/2017,Europe,150,Eastern Europe,1,151,0.001703909,0.068303172
PL,POL,Poland,PL,616,12/7/2017,ISO 3166-2:PL,12/7/2017,Europe,150,Eastern Europe,1,151,0.008751672,0.059953874
SK,SVK,Slovakia,SK,703,12/7/2017,ISO 3166-2:SK,12/7/2017,Europe,150,Eastern Europe,1,151,0.000847867,0.087927366
DK,DNK,Denmark,DK,208,12/7/2017,ISO 3166-2:DK,12/7/2017,Europe,150,Northern Europe,1,154,0.020467921,0.117434521
EE,EST,Estonia,EE,233,12/7/2017,ISO 3166-2:EE,12/7/2017,Europe,150,Northern Europe,1,154,0.000547960,0.071721856
FI,FIN,Finland,FI,246,12/7/2017,ISO 3166-2:FI,12/7/2017,Europe,150,Northern Europe,1,154,0.007577870,0.053692878
GB,GBR,United Kingdom,GB,826,12/7/2017,ISO 3166-2:GB,12/7/2017,Europe,150,Northern Europe,1,154,0.069462978,0.058511119
IE,IRL,Ireland,IE,372,12/7/2017,ISO 3166-2:IE,12/7/2017,Europe,150,Northern Europe,1,154,0.005008638,0.059656297
IS,ISL,Iceland,IS,352,12/7/2017,ISO 3166-2:IS,12/7/2017,Europe,150,Northern Europe,1,154,0.001993648,0.154152535
LT,LTU,Lithuania,LT,440,12/7/2017,ISO 3166-2:LT,12/7/2017,Europe,150,Northern Europe,1,154,0.000674114,0.088586768
LV,LVA,Latvia,LV,428,12/7/2017,ISO 3166-2:LV,12/7/2017,Europe,150,Northern Europe,1,154,0.000823352,0.084029515
NO,NOR,Norway,NO,578,12/7/2017,ISO 3166-2:NO,12/7/2017,Europe,150,Northern Europe,1,154,0.029473256,0.119375303
SE,SWE,Sweden,SE,752,12/7/2017,ISO 3166-2:SE,12/7/2017,Europe,150,Northern Europe,1,154,0.048879994,0.098613421
AD,AND,Andorra,AD,20,12/7/2017,ISO 3166-2:AD,12/7/2017,Europe,150,Southern Europe,1,39,1.013989643e-05,0.062521333
ES,ESP,Spain,ES,724,12/7/2017,ISO 3166-2:ES,12/7/2017,Europe,150,Southern Europe,1,39,0.010922717,0.022869972
GR,GRC,Greece,GR,300,12/7/2017,ISO 3166-2:GR,12/7/2017,Europe,150,Southern Europe,1,39,0.000933544,0.088759545
IT,ITA,Italy,IT,380,12/7/2017,ISO 3166-2:IT,12/7/2017,Europe,150,Southern Europe,1,39,0.013268437,0.039724549
MT,MLT,Malta,MT,470,12/7/2017,ISO 3166-2:MT,12/7/2017,Europe,150,Southern Europe,1,39,0.000414333,0.111117984
PT,PRT,Portugal,PT,620,12/7/2017,ISO 3166-2:PT,12/7/2017,Europe,150,Southern Europe,1,39,0.001532933,0.027379226
AT,AUT,Austria,AT,40,12/7/2017,ISO 3166-2:AT,12/7/2017,Europe,150,Western Europe,1,155,0.003508063,0.062411924
BE,BEL,Belgium,BE,56,12/7/2017,ISO 3166-2:BE,12/7/2017,Europe,150,Western Europe,1,155,0.003799020,0.039837925
CH,CHE,Switzerland,CH,756,12/7/2017,ISO 3166-2:CH,12/7/2017,Europe,150,Western Europe,1,155,0.003045198,0.031275962
DE,DEU,Germany,DE,276,12/7/2017,ISO 3166-2:DE,12/7/2017,Europe,150,Western Europe,1,155,0.046018928,0.046356919
FR,FRA,France,FR,250,12/7/2017,ISO 3166-2:FR,,Europe,150,Western Europe,1,155,0.006618640,0.014986530
LI,LIE,Liechtenstein,LI,438,12/7/2017,ISO 3166-2:LI,12/7/2017,Europe,150,Western Europe,1,155,3.856666705e-06,0.166004766
LU,LUX,Luxembourg,LU,442,12/7/2017,ISO 3166-2:LU,12/7/2017,Europe,150,Western Europe,1,155,0.000248506,0.066694070
MC,MCO,Monaco,MC,492,12/7/2017,ISO 3166-2:MC,12/7/2017,Europe,150,Western Europe,1,155,1.402424256e-06,0.050853128
NL,NLD,Netherlands,NL,528,12/7/2017,ISO 3166-2:NL,12/7/2017,Europe,150,Western Europe,1,155,0.026604459,0.056007299
AU,AUS,Australia,AU,36,12/8/2017,ISO 3166-2:AU,12/8/2017,Oceania,9,Australia and New Zealand,1,53,0.019200766,0.032350975
NZ,NZL,New Zealand,NZ,554,12/8/2017,ISO 3166-2:NZ,12/8/2017,Oceania,9,Australia and New Zealand,1,53,0.004654249,0.034494367
DO,DOM,Dominican Republic,DO,214,12/8/2017,ISO 3166-2:DO,12/8/2017,Americas,19,Caribbean,1,29,0.000287884,0.018213446
CR,CRI,Costa Rica,CR,188,12/8/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,0.000559724,0.011432350
GT,GTM,Guatemala,GT,320,12/8/2017,ISO 3166-2:GT,12/8/2017,Americas,19,Central America,1,13,0.000382659,0.018093724
HN,HND,Honduras,HN,340,12/8/2017,ISO 3166-2:HN,,Americas,19,Central America,1,13,0.000141636,0.014030467
MX,MEX,Mexico,MX,484,12/8/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.014507415,0.013944551
NI,NIC,Nicaragua,NI,558,12/8/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,5.067180274e-05,0.012934161
PA,PAN,Panama,PA,591,12/8/2017,ISO 3166-2:PA,12/8/2017,Americas,19,Central America,1,13,0.000387632,0.031182505
SV,SLV,El Salvador,SV,222,12/8/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,0.000111253,0.009369352
CA,CAN,Canada,CA,124,12/8/2017,ISO 3166-2:CA,12/8/2017,Americas,19,Northern America,1,21,0.044032874,0.070329595
US,USA,United States of America,US,840,12/8/2017,ISO 3166-2:US,12/8/2017,Americas,19,Northern America,1,21,0.381350027,0.064100271
AR,ARG,Argentina,AR,32,12/8/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.001907971,0.005434637
BO,BOL,Bolivia (Plurinational State of),BO,68,12/8/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,5.712110902e-05,0.004836413
BR,BRA,Brazil,BR,76,12/8/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.002931030,0.002687843
CL,CHL,Chile,CL,152,12/8/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.001802733,0.006215818
CO,COL,Colombia,CO,170,12/8/2017,ISO 3166-2:CO,12/8/2017,Americas,19,South America,1,5,0.002295021,0.025212148
EC,ECU,Ecuador,EC,218,12/8/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,0.000311052,0.008782190
PE,PER,Peru,PE,604,12/8/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,0.001108930,0.008922120
PY,PRY,Paraguay,PY,600,12/8/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,4.424094940e-05,0.002858626
UY,URY,Uruguay,UY,858,12/8/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,6.119921114e-05,0.002889037
HK,HKG,Hong Kong,HK,344,12/8/2017,ISO 3166-2:HK,12/8/2017,Asia,142,Eastern Asia,1,30,0.001177824,0.033005093
JP,JPN,Japan,JP,392,12/8/2017,ISO 3166-2:JP,12/8/2017,Asia,142,Eastern Asia,1,30,0.001883059,0.027656160
TW,TWN,"Taiwan, Province of China",TW,158,12/8/2017,ISO 3166-2:TW,12/8/2017,Asia,142,Eastern Asia,1,30,0.001365352,0.027196569
ID,IDN,Indonesia,ID,360,12/8/2017,ISO 3166-2:ID,12/8/2017,Asia,142,South-Eastern Asia,1,35,0.002604800,0.017539936
MY,MYS,Malaysia,MY,458,12/8/2017,ISO 3166-2:MY,12/8/2017,Asia,142,South-Eastern Asia,1,35,0.002470398,0.034804511
PH,PHL,Philippines,PH,608,12/8/2017,ISO 3166-2:PH,12/8/2017,Asia,142,South-Eastern Asia,1,35,0.011982839,0.040472364
SG,SGP,Singapore,SG,702,12/8/2017,ISO 3166-2:SG,12/8/2017,Asia,142,South-Eastern Asia,1,35,0.002994545,0.037697730
TH,THA,Thailand,TH,764,12/8/2017,ISO 3166-2:TH,12/8/2017,Asia,142,South-Eastern Asia,1,35,0.000256939,0.016322492
CY,CYP,Cyprus,CY,196,12/8/2017,ISO 3166-2:CY,12/8/2017,Asia,142,Western Asia,1,145,0.000133802,0.123259728
TR,TUR,Turkey,TR,792,12/8/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,0.000496938,0.003373413
BG,BGR,Bulgaria,BG,100,12/8/2017,ISO 3166-2:BG,12/8/2017,Europe,150,Eastern Europe,1,151,0.000326746,0.063231608
CZ,CZE,Czech Republic,CZ,203,12/8/2017,ISO 3166-2:CZ,12/8/2017,Europe,150,Eastern Europe,1,151,0.002282224,0.060373641
HU,HUN,Hungary,HU,348,12/8/2017,ISO 3166-2:HU,12/8/2017,Europe,150,Eastern Europe,1,151,0.001881315,0.074259378
PL,POL,Poland,PL,616,12/8/2017,ISO 3166-2:PL,12/8/2017,Europe,150,Eastern Europe,1,151,0.009051901,0.061135216
SK,SVK,Slovakia,SK,703,12/8/2017,ISO 3166-2:SK,12/8/2017,Europe,150,Eastern Europe,1,151,0.000946406,0.096873784
DK,DNK,Denmark,DK,208,12/8/2017,ISO 3166-2:DK,12/8/2017,Europe,150,Northern Europe,1,154,0.023445092,0.121962501
EE,EST,Estonia,EE,233,12/8/2017,ISO 3166-2:EE,12/8/2017,Europe,150,Northern Europe,1,154,0.000539361,0.066617589
FI,FIN,Finland,FI,246,12/8/2017,ISO 3166-2:FI,12/8/2017,Europe,150,Northern Europe,1,154,0.009176357,0.056802128
GB,GBR,United Kingdom,GB,826,12/8/2017,ISO 3166-2:GB,12/8/2017,Europe,150,Northern Europe,1,154,0.086922108,0.071140880
IE,IRL,Ireland,IE,372,12/8/2017,ISO 3166-2:IE,12/8/2017,Europe,150,Northern Europe,1,154,0.006799995,0.078960794
IS,ISL,Iceland,IS,352,12/8/2017,ISO 3166-2:IS,12/8/2017,Europe,150,Northern Europe,1,154,0.002219004,0.170499715
LT,LTU,Lithuania,LT,440,12/8/2017,ISO 3166-2:LT,12/8/2017,Europe,150,Northern Europe,1,154,0.000663808,0.086261429
LV,LVA,Latvia,LV,428,12/8/2017,ISO 3166-2:LV,12/8/2017,Europe,150,Northern Europe,1,154,0.000772893,0.078414468
NO,NOR,Norway,NO,578,12/8/2017,ISO 3166-2:NO,12/8/2017,Europe,150,Northern Europe,1,154,0.032888436,0.121511067
SE,SWE,Sweden,SE,752,12/8/2017,ISO 3166-2:SE,12/8/2017,Europe,150,Northern Europe,1,154,0.059581764,0.105986446
AD,AND,Andorra,AD,20,12/8/2017,ISO 3166-2:AD,12/8/2017,Europe,150,Southern Europe,1,39,8.820510455e-06,0.059589852
ES,ESP,Spain,ES,724,12/8/2017,ISO 3166-2:ES,12/8/2017,Europe,150,Southern Europe,1,39,0.011289967,0.025854662
GR,GRC,Greece,GR,300,12/8/2017,ISO 3166-2:GR,12/8/2017,Europe,150,Southern Europe,1,39,0.000951785,0.089230849
IT,ITA,Italy,IT,380,12/8/2017,ISO 3166-2:IT,12/8/2017,Europe,150,Southern Europe,1,39,0.024126523,0.074756914
MT,MLT,Malta,MT,470,12/8/2017,ISO 3166-2:MT,12/8/2017,Europe,150,Southern Europe,1,39,0.000445879,0.134912703
PT,PRT,Portugal,PT,620,12/8/2017,ISO 3166-2:PT,12/8/2017,Europe,150,Southern Europe,1,39,0.001993279,0.041115099
AT,AUT,Austria,AT,40,12/8/2017,ISO 3166-2:AT,12/8/2017,Europe,150,Western Europe,1,155,0.005395920,0.096926712
BE,BEL,Belgium,BE,56,12/8/2017,ISO 3166-2:BE,12/8/2017,Europe,150,Western Europe,1,155,0.004245286,0.043174632
CH,CHE,Switzerland,CH,756,12/8/2017,ISO 3166-2:CH,12/8/2017,Europe,150,Western Europe,1,155,0.004026249,0.039095677
DE,DEU,Germany,DE,276,12/8/2017,ISO 3166-2:DE,12/8/2017,Europe,150,Western Europe,1,155,0.057749617,0.052749906
FR,FRA,France,FR,250,12/8/2017,ISO 3166-2:FR,12/8/2017,Europe,150,Western Europe,1,155,0.007614933,0.015964358
LI,LIE,Liechtenstein,LI,438,12/8/2017,ISO 3166-2:LI,12/8/2017,Europe,150,Western Europe,1,155,6.274003252e-06,0.236357317
LU,LUX,Luxembourg,LU,442,12/8/2017,ISO 3166-2:LU,12/8/2017,Europe,150,Western Europe,1,155,0.000306070,0.077868881
MC,MCO,Monaco,MC,492,12/8/2017,ISO 3166-2:MC,12/8/2017,Europe,150,Western Europe,1,155,1.097950569e-06,0.050573736
NL,NLD,Netherlands,NL,528,12/8/2017,ISO 3166-2:NL,12/8/2017,Europe,150,Western Europe,1,155,0.034879767,0.068897266
AU,AUS,Australia,AU,36,12/9/2017,ISO 3166-2:AU,12/9/2017,Oceania,9,Australia and New Zealand,1,53,0.022177125,0.038934789
NZ,NZL,New Zealand,NZ,554,12/9/2017,ISO 3166-2:NZ,12/9/2017,Oceania,9,Australia and New Zealand,1,53,0.005037831,0.040601651
DO,DOM,Dominican Republic,DO,214,12/9/2017,ISO 3166-2:DO,12/9/2017,Americas,19,Caribbean,1,29,0.000274681,0.017412874
CR,CRI,Costa Rica,CR,188,12/9/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,0.000599426,0.012994962
GT,GTM,Guatemala,GT,320,12/9/2017,ISO 3166-2:GT,12/9/2017,Americas,19,Central America,1,13,0.000379937,0.019760839
HN,HND,Honduras,HN,340,12/9/2017,ISO 3166-2:HN,12/9/2017,Americas,19,Central America,1,13,0.000151997,0.015867038
MX,MEX,Mexico,MX,484,12/9/2017,ISO 3166-2:MX,,Americas,19,Central America,1,13,0.014030378,0.014302844
NI,NIC,Nicaragua,NI,558,12/9/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,5.113312651e-05,0.012433424
PA,PAN,Panama,PA,591,12/9/2017,ISO 3166-2:PA,12/9/2017,Americas,19,Central America,1,13,0.000380675,0.030755343
SV,SLV,El Salvador,SV,222,12/9/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,0.000115423,0.010547509
CA,CAN,Canada,CA,124,12/9/2017,ISO 3166-2:CA,12/9/2017,Americas,19,Northern America,1,21,0.056163456,0.094435704
US,USA,United States of America,US,840,12/9/2017,ISO 3166-2:US,12/9/2017,Americas,19,Northern America,1,21,0.426492560,0.078914398
AR,ARG,Argentina,AR,32,12/9/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.001207718,0.003469670
BO,BOL,Bolivia (Plurinational State of),BO,68,12/9/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,5.043191438e-05,0.004939820
BR,BRA,Brazil,BR,76,12/9/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.003059444,0.002951404
CL,CHL,Chile,CL,152,12/9/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.001692117,0.006276407
CO,COL,Colombia,CO,170,12/9/2017,ISO 3166-2:CO,12/9/2017,Americas,19,South America,1,5,0.001324267,0.015666382
EC,ECU,Ecuador,EC,218,12/9/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,0.000352396,0.010462897
PE,PER,Peru,PE,604,12/9/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,0.001106623,0.009083484
PY,PRY,Paraguay,PY,600,12/9/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,3.356591740e-05,0.002127702
UY,URY,Uruguay,UY,858,12/9/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,5.562642001e-05,0.002888022
HK,HKG,Hong Kong,HK,344,12/9/2017,ISO 3166-2:HK,12/9/2017,Asia,142,Eastern Asia,1,30,0.001462323,0.042748446
JP,JPN,Japan,JP,392,12/9/2017,ISO 3166-2:JP,12/9/2017,Asia,142,Eastern Asia,1,30,0.002414504,0.032653314
TW,TWN,"Taiwan, Province of China",TW,158,12/9/2017,ISO 3166-2:TW,12/9/2017,Asia,142,Eastern Asia,1,30,0.001298811,0.029628373
ID,IDN,Indonesia,ID,360,12/9/2017,ISO 3166-2:ID,12/9/2017,Asia,142,South-Eastern Asia,1,35,0.002483361,0.018384821
MY,MYS,Malaysia,MY,458,12/9/2017,ISO 3166-2:MY,12/9/2017,Asia,142,South-Eastern Asia,1,35,0.002365908,0.038430613
PH,PHL,Philippines,PH,608,12/9/2017,ISO 3166-2:PH,12/9/2017,Asia,142,South-Eastern Asia,1,35,0.012258443,0.044063124
SG,SGP,Singapore,SG,702,12/9/2017,ISO 3166-2:SG,12/9/2017,Asia,142,South-Eastern Asia,1,35,0.003488521,0.051273000
TH,THA,Thailand,TH,764,12/9/2017,ISO 3166-2:TH,12/9/2017,Asia,142,South-Eastern Asia,1,35,0.000294232,0.019789852
CY,CYP,Cyprus,CY,196,12/9/2017,ISO 3166-2:CY,12/9/2017,Asia,142,Western Asia,1,145,0.000177610,0.160626820
TR,TUR,Turkey,TR,792,12/9/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,0.000555323,0.004060754
BG,BGR,Bulgaria,BG,100,12/9/2017,ISO 3166-2:BG,12/9/2017,Europe,150,Eastern Europe,1,151,0.000305286,0.075188722
CZ,CZE,Czech Republic,CZ,203,12/9/2017,ISO 3166-2:CZ,12/9/2017,Europe,150,Eastern Europe,1,151,0.003110762,0.092981799
HU,HUN,Hungary,HU,348,12/9/2017,ISO 3166-2:HU,12/9/2017,Europe,150,Eastern Europe,1,151,0.002375061,0.103201798
PL,POL,Poland,PL,616,12/9/2017,ISO 3166-2:PL,12/9/2017,Europe,150,Eastern Europe,1,151,0.011740773,0.082554376
SK,SVK,Slovakia,SK,703,12/9/2017,ISO 3166-2:SK,12/9/2017,Europe,150,Eastern Europe,1,151,0.001202893,0.130286057
DK,DNK,Denmark,DK,208,12/9/2017,ISO 3166-2:DK,12/9/2017,Europe,150,Northern Europe,1,154,0.030786682,0.172405711
EE,EST,Estonia,EE,233,12/9/2017,ISO 3166-2:EE,12/9/2017,Europe,150,Northern Europe,1,154,0.000632401,0.090791321
FI,FIN,Finland,FI,246,12/9/2017,ISO 3166-2:FI,12/9/2017,Europe,150,Northern Europe,1,154,0.012261100,0.080174589
GB,GBR,United Kingdom,GB,826,12/9/2017,ISO 3166-2:GB,12/9/2017,Europe,150,Northern Europe,1,154,0.115624649,0.100521797
IE,IRL,Ireland,IE,372,12/9/2017,ISO 3166-2:IE,12/9/2017,Europe,150,Northern Europe,1,154,0.008313672,0.100443054
IS,ISL,Iceland,IS,352,12/9/2017,ISO 3166-2:IS,12/9/2017,Europe,150,Northern Europe,1,154,0.002733353,0.221421081
LT,LTU,Lithuania,LT,440,12/9/2017,ISO 3166-2:LT,12/9/2017,Europe,150,Northern Europe,1,154,0.000798376,0.118930694
LV,LVA,Latvia,LV,428,12/9/2017,ISO 3166-2:LV,12/9/2017,Europe,150,Northern Europe,1,154,0.000880538,0.101707270
NO,NOR,Norway,NO,578,12/9/2017,ISO 3166-2:NO,12/9/2017,Europe,150,Northern Europe,1,154,0.038687589,0.153021014
SE,SWE,Sweden,SE,752,12/9/2017,ISO 3166-2:SE,12/9/2017,Europe,150,Northern Europe,1,154,0.087039118,0.162397945
AD,AND,Andorra,AD,20,12/9/2017,ISO 3166-2:AD,12/9/2017,Europe,150,Southern Europe,1,39,9.014266438e-06,0.060879860
ES,ESP,Spain,ES,724,12/9/2017,ISO 3166-2:ES,12/9/2017,Europe,150,Southern Europe,1,39,0.010418416,0.024403341
GR,GRC,Greece,GR,300,12/9/2017,ISO 3166-2:GR,12/9/2017,Europe,150,Southern Europe,1,39,0.001254616,0.114637965
IT,ITA,Italy,IT,380,12/9/2017,ISO 3166-2:IT,12/9/2017,Europe,150,Southern Europe,1,39,0.017580818,0.057449195
MT,MLT,Malta,MT,470,12/9/2017,ISO 3166-2:MT,12/9/2017,Europe,150,Southern Europe,1,39,0.000454939,0.141448218
PT,PRT,Portugal,PT,620,12/9/2017,ISO 3166-2:PT,12/9/2017,Europe,150,Southern Europe,1,39,0.001807042,0.037651473
AT,AUT,Austria,AT,40,12/9/2017,ISO 3166-2:AT,12/9/2017,Europe,150,Western Europe,1,155,0.005091981,0.096675357
BE,BEL,Belgium,BE,56,12/9/2017,ISO 3166-2:BE,12/9/2017,Europe,150,Western Europe,1,155,0.006969910,0.067508526
CH,CHE,Switzerland,CH,756,12/9/2017,ISO 3166-2:CH,12/9/2017,Europe,150,Western Europe,1,155,0.005785305,0.058958886
DE,DEU,Germany,DE,276,12/9/2017,ISO 3166-2:DE,12/9/2017,Europe,150,Western Europe,1,155,0.088970967,0.081752918
FR,FRA,France,FR,250,12/9/2017,ISO 3166-2:FR,12/9/2017,Europe,150,Western Europe,1,155,0.010995034,0.023616259
LI,LIE,Liechtenstein,LI,438,12/9/2017,ISO 3166-2:LI,12/9/2017,Europe,150,Western Europe,1,155,5.009976126e-06,0.203523238
LU,LUX,Luxembourg,LU,442,12/9/2017,ISO 3166-2:LU,12/9/2017,Europe,150,Western Europe,1,155,0.000483550,0.124395338
MC,MCO,Monaco,MC,492,12/9/2017,ISO 3166-2:MC,12/9/2017,Europe,150,Western Europe,1,155,1.319385978e-06,0.064823209
NL,NLD,Netherlands,NL,528,12/9/2017,ISO 3166-2:NL,12/9/2017,Europe,150,Western Europe,1,155,0.048275346,0.098926458
AU,AUS,Australia,AU,36,12/10/2017,ISO 3166-2:AU,12/10/2017,Oceania,9,Australia and New Zealand,1,53,0.022021106,0.039796796
NZ,NZL,New Zealand,NZ,554,12/10/2017,ISO 3166-2:NZ,12/10/2017,Oceania,9,Australia and New Zealand,1,53,0.005100829,0.043904287
DO,DOM,Dominican Republic,DO,214,12/10/2017,ISO 3166-2:DO,12/10/2017,Americas,19,Caribbean,1,29,0.000270732,0.018611534
CR,CRI,Costa Rica,CR,188,12/10/2017,ISO 3166-2:CR,12/10/2017,Americas,19,Central America,1,13,0.000681698,0.018779855
GT,GTM,Guatemala,GT,320,12/10/2017,ISO 3166-2:GT,12/10/2017,Americas,19,Central America,1,13,0.000471990,0.028987955
HN,HND,Honduras,HN,340,12/10/2017,ISO 3166-2:HN,12/10/2017,Americas,19,Central America,1,13,0.000143951,0.017398461
MX,MEX,Mexico,MX,484,12/10/2017,ISO 3166-2:MX,12/10/2017,Americas,19,Central America,1,13,0.014021521,0.016459518
NI,NIC,Nicaragua,NI,558,12/10/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,4.761783939e-05,0.012597883
PA,PAN,Panama,PA,591,12/10/2017,ISO 3166-2:PA,12/10/2017,Americas,19,Central America,1,13,0.000393555,0.033102304
SV,SLV,El Salvador,SV,222,12/10/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,0.000115848,0.012662747
CA,CAN,Canada,CA,124,12/10/2017,ISO 3166-2:CA,12/10/2017,Americas,19,Northern America,1,21,0.059841406,0.107529021
US,USA,United States of America,US,840,12/10/2017,ISO 3166-2:US,12/10/2017,Americas,19,Northern America,1,21,0.387657559,0.077234823
AR,ARG,Argentina,AR,32,12/10/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.001028549,0.003214360
BO,BOL,Bolivia (Plurinational State of),BO,68,12/10/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,5.811756836e-05,0.006466940
BR,BRA,Brazil,BR,76,12/10/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.003086773,0.003382867
CL,CHL,Chile,CL,152,12/10/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.001829426,0.007073988
CO,COL,Colombia,CO,170,12/10/2017,ISO 3166-2:CO,12/10/2017,Americas,19,South America,1,5,0.001224999,0.015862063
EC,ECU,Ecuador,EC,218,12/10/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,0.000432943,0.014001438
PE,PER,Peru,PE,604,12/10/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,0.001203455,0.010800445
PY,PRY,Paraguay,PY,600,12/10/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,3.539275952e-05,0.002585967
UY,URY,Uruguay,UY,858,12/10/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,4.001522368e-05,0.002351741
HK,HKG,Hong Kong,HK,344,12/10/2017,ISO 3166-2:HK,12/10/2017,Asia,142,Eastern Asia,1,30,0.001501821,0.045741705
JP,JPN,Japan,JP,392,12/10/2017,ISO 3166-2:JP,12/10/2017,Asia,142,Eastern Asia,1,30,0.002651615,0.034610030
TW,TWN,"Taiwan, Province of China",TW,158,12/10/2017,ISO 3166-2:TW,12/10/2017,Asia,142,Eastern Asia,1,30,0.001199691,0.026695210
ID,IDN,Indonesia,ID,360,12/10/2017,ISO 3166-2:ID,12/10/2017,Asia,142,South-Eastern Asia,1,35,0.002557081,0.019130077
MY,MYS,Malaysia,MY,458,12/10/2017,ISO 3166-2:MY,12/10/2017,Asia,142,South-Eastern Asia,1,35,0.002360889,0.039298759
PH,PHL,Philippines,PH,608,12/10/2017,ISO 3166-2:PH,12/10/2017,Asia,142,South-Eastern Asia,1,35,0.012328684,0.045207089
SG,SGP,Singapore,SG,702,12/10/2017,ISO 3166-2:SG,12/10/2017,Asia,142,South-Eastern Asia,1,35,0.003384253,0.051851320
TH,THA,Thailand,TH,764,12/10/2017,ISO 3166-2:TH,12/10/2017,Asia,142,South-Eastern Asia,1,35,0.000292304,0.020567991
CY,CYP,Cyprus,CY,196,12/10/2017,ISO 3166-2:CY,12/10/2017,Asia,142,Western Asia,1,145,0.000150530,0.155135690
TR,TUR,Turkey,TR,792,12/10/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,0.000703832,0.005347150
BG,BGR,Bulgaria,BG,100,12/10/2017,ISO 3166-2:BG,12/10/2017,Europe,150,Eastern Europe,1,151,0.000372768,0.094185499
CZ,CZE,Czech Republic,CZ,203,12/10/2017,ISO 3166-2:CZ,12/10/2017,Europe,150,Eastern Europe,1,151,0.003312508,0.101379925
HU,HUN,Hungary,HU,348,12/10/2017,ISO 3166-2:HU,12/10/2017,Europe,150,Eastern Europe,1,151,0.002385321,0.110857072
PL,POL,Poland,PL,616,12/10/2017,ISO 3166-2:PL,12/10/2017,Europe,150,Eastern Europe,1,151,0.010988612,0.085314493
SK,SVK,Slovakia,SK,703,12/10/2017,ISO 3166-2:SK,12/10/2017,Europe,150,Eastern Europe,1,151,0.001112602,0.125233408
DK,DNK,Denmark,DK,208,12/10/2017,ISO 3166-2:DK,12/10/2017,Europe,150,Northern Europe,1,154,0.029411835,0.194005140
EE,EST,Estonia,EE,233,12/10/2017,ISO 3166-2:EE,12/10/2017,Europe,150,Northern Europe,1,154,0.000699681,0.105518744
FI,FIN,Finland,FI,246,12/10/2017,ISO 3166-2:FI,12/10/2017,Europe,150,Northern Europe,1,154,0.012281841,0.097179375
GB,GBR,United Kingdom,GB,826,12/10/2017,ISO 3166-2:GB,12/10/2017,Europe,150,Northern Europe,1,154,0.128366476,0.127781197
IE,IRL,Ireland,IE,372,12/10/2017,ISO 3166-2:IE,12/10/2017,Europe,150,Northern Europe,1,154,0.008074347,0.112508006
IS,ISL,Iceland,IS,352,12/10/2017,ISO 3166-2:IS,12/10/2017,Europe,150,Northern Europe,1,154,0.002701761,0.237924689
LT,LTU,Lithuania,LT,440,12/10/2017,ISO 3166-2:LT,12/10/2017,Europe,150,Northern Europe,1,154,0.000812760,0.127358791
LV,LVA,Latvia,LV,428,12/10/2017,ISO 3166-2:LV,12/10/2017,Europe,150,Northern Europe,1,154,0.001028715,0.121055906
NO,NOR,Norway,NO,578,12/10/2017,ISO 3166-2:NO,12/10/2017,Europe,150,Northern Europe,1,154,0.035738734,0.167259621
