Alpha-2,Alpha-3,Country,country code,Country-Code,Date,Iso 3166-2,over 1% dates,Region,Region-Code,Sub-Region,Number of Records,Sub-Region-Code,Xmas Normalized,Xmas Pcnt
SE,SWE,Sweden,SE,752,12/10/2017,ISO 3166-2:SE,12/10/2017,Europe,150,Northern Europe,1,154,0.088830521,0.199532787
AD,AND,Andorra,AD,20,12/10/2017,ISO 3166-2:AD,12/10/2017,Europe,150,Southern Europe,1,39,6.135606122e-06,0.047445776
ES,ESP,Spain,ES,724,12/10/2017,ISO 3166-2:ES,12/10/2017,Europe,150,Southern Europe,1,39,0.011246252,0.027535283
GR,GRC,Greece,GR,300,12/10/2017,ISO 3166-2:GR,12/10/2017,Europe,150,Southern Europe,1,39,0.001215311,0.119093041
IT,ITA,Italy,IT,380,12/10/2017,ISO 3166-2:IT,12/10/2017,Europe,150,Southern Europe,1,39,0.018904319,0.067707573
MT,MLT,Malta,MT,470,12/10/2017,ISO 3166-2:MT,12/10/2017,Europe,150,Southern Europe,1,39,0.000413198,0.148709945
PT,PRT,Portugal,PT,620,12/10/2017,ISO 3166-2:PT,12/10/2017,Europe,150,Southern Europe,1,39,0.001671321,0.038470752
AT,AUT,Austria,AT,40,12/10/2017,ISO 3166-2:AT,12/10/2017,Europe,150,Western Europe,1,155,0.005392257,0.111745267
BE,BEL,Belgium,BE,56,12/10/2017,ISO 3166-2:BE,12/10/2017,Europe,150,Western Europe,1,155,0.010265884,0.105065600
CH,CHE,Switzerland,CH,756,12/10/2017,ISO 3166-2:CH,12/10/2017,Europe,150,Western Europe,1,155,0.006970621,0.080161158
DE,DEU,Germany,DE,276,12/10/2017,ISO 3166-2:DE,12/10/2017,Europe,150,Western Europe,1,155,0.112737518,0.114362640
FR,FRA,France,FR,250,12/10/2017,ISO 3166-2:FR,12/10/2017,Europe,150,Western Europe,1,155,0.013139700,0.031186542
LI,LIE,Liechtenstein,LI,438,12/10/2017,ISO 3166-2:LI,12/10/2017,Europe,150,Western Europe,1,155,9.383325452e-06,0.394798137
LU,LUX,Luxembourg,LU,442,12/10/2017,ISO 3166-2:LU,12/10/2017,Europe,150,Western Europe,1,155,0.000632170,0.181555852
MC,MCO,Monaco,MC,492,12/10/2017,ISO 3166-2:MC,12/10/2017,Europe,150,Western Europe,1,155,6.523118087e-06,0.268107698
NL,NLD,Netherlands,NL,528,12/10/2017,ISO 3166-2:NL,12/10/2017,Europe,150,Western Europe,1,155,0.062705931,0.144381371
AU,AUS,Australia,AU,36,12/11/2017,ISO 3166-2:AU,12/11/2017,Oceania,9,Australia and New Zealand,1,53,0.019031691,0.033163383
NZ,NZL,New Zealand,NZ,554,12/11/2017,ISO 3166-2:NZ,12/11/2017,Oceania,9,Australia and New Zealand,1,53,0.004398501,0.035922953
DO,DOM,Dominican Republic,DO,214,12/11/2017,ISO 3166-2:DO,12/11/2017,Americas,19,Caribbean,1,29,0.000251421,0.017147132
CR,CRI,Costa Rica,CR,188,12/11/2017,ISO 3166-2:CR,12/11/2017,Americas,19,Central America,1,13,0.000660053,0.015227975
GT,GTM,Guatemala,GT,320,12/11/2017,ISO 3166-2:GT,12/11/2017,Americas,19,Central America,1,13,0.000482840,0.026131350
HN,HND,Honduras,HN,340,12/11/2017,ISO 3166-2:HN,12/11/2017,Americas,19,Central America,1,13,0.000158428,0.018060574
MX,MEX,Mexico,MX,484,12/11/2017,ISO 3166-2:MX,12/11/2017,Americas,19,Central America,1,13,0.014935551,0.016314334
NI,NIC,Nicaragua,NI,558,12/11/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,4.804225726e-05,0.011810416
PA,PAN,Panama,PA,591,12/11/2017,ISO 3166-2:PA,12/11/2017,Americas,19,Central America,1,13,0.000388776,0.030329531
SV,SLV,El Salvador,SV,222,12/11/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,0.000135325,0.012865000
CA,CAN,Canada,CA,124,12/11/2017,ISO 3166-2:CA,12/11/2017,Americas,19,Northern America,1,21,0.047307719,0.081405844
US,USA,United States of America,US,840,12/11/2017,ISO 3166-2:US,12/11/2017,Americas,19,Northern America,1,21,0.382588119,0.067451135
AR,ARG,Argentina,AR,32,12/11/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.001038440,0.003066671
BO,BOL,Bolivia (Plurinational State of),BO,68,12/11/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,7.468831813e-05,0.006222419
BR,BRA,Brazil,BR,76,12/11/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.003305339,0.003392328
CL,CHL,Chile,CL,152,12/11/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.001730555,0.005855292
CO,COL,Colombia,CO,170,12/11/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,0.000961906,0.010683141
EC,ECU,Ecuador,EC,218,12/11/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,0.000373571,0.011760332
PE,PER,Peru,PE,604,12/11/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,0.001171486,0.009218528
PY,PRY,Paraguay,PY,600,12/11/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,4.230338958e-05,0.002811979
UY,URY,Uruguay,UY,858,12/11/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,4.723955390e-05,0.002545010
HK,HKG,Hong Kong,HK,344,12/11/2017,ISO 3166-2:HK,12/11/2017,Asia,142,Eastern Asia,1,30,0.001263068,0.035326131
JP,JPN,Japan,JP,392,12/11/2017,ISO 3166-2:JP,12/11/2017,Asia,142,Eastern Asia,1,30,0.002225693,0.031039468
TW,TWN,"Taiwan, Province of China",TW,158,12/11/2017,ISO 3166-2:TW,12/11/2017,Asia,142,Eastern Asia,1,30,0.001388437,0.027974389
ID,IDN,Indonesia,ID,360,12/11/2017,ISO 3166-2:ID,12/11/2017,Asia,142,South-Eastern Asia,1,35,0.003240061,0.021169491
MY,MYS,Malaysia,MY,458,12/11/2017,ISO 3166-2:MY,12/11/2017,Asia,142,South-Eastern Asia,1,35,0.002667402,0.038943270
PH,PHL,Philippines,PH,608,12/11/2017,ISO 3166-2:PH,12/11/2017,Asia,142,South-Eastern Asia,1,35,0.012190462,0.041929761
SG,SGP,Singapore,SG,702,12/11/2017,ISO 3166-2:SG,12/11/2017,Asia,142,South-Eastern Asia,1,35,0.003216220,0.040424776
TH,THA,Thailand,TH,764,12/11/2017,ISO 3166-2:TH,12/11/2017,Asia,142,South-Eastern Asia,1,35,0.000310572,0.020093828
CY,CYP,Cyprus,CY,196,12/11/2017,ISO 3166-2:CY,12/11/2017,Asia,142,Western Asia,1,145,0.000126901,0.120191551
TR,TUR,Turkey,TR,792,12/11/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,0.000633887,0.004333005
BG,BGR,Bulgaria,BG,100,12/11/2017,ISO 3166-2:BG,12/11/2017,Europe,150,Eastern Europe,1,151,0.000311532,0.062164232
CZ,CZE,Czech Republic,CZ,203,12/11/2017,ISO 3166-2:CZ,12/11/2017,Europe,150,Eastern Europe,1,151,0.002354034,0.064471403
HU,HUN,Hungary,HU,348,12/11/2017,ISO 3166-2:HU,12/11/2017,Europe,150,Eastern Europe,1,151,0.001836022,0.076551554
PL,POL,Poland,PL,616,12/11/2017,ISO 3166-2:PL,12/11/2017,Europe,150,Eastern Europe,1,151,0.009393050,0.066583113
SK,SVK,Slovakia,SK,703,12/11/2017,ISO 3166-2:SK,12/11/2017,Europe,150,Eastern Europe,1,151,0.000917628,0.096196106
DK,DNK,Denmark,DK,208,12/11/2017,ISO 3166-2:DK,12/11/2017,Europe,150,Northern Europe,1,154,0.020156749,0.122605933
EE,EST,Estonia,EE,233,12/11/2017,ISO 3166-2:EE,12/11/2017,Europe,150,Northern Europe,1,154,0.000527561,0.071979768
FI,FIN,Finland,FI,246,12/11/2017,ISO 3166-2:FI,12/11/2017,Europe,150,Northern Europe,1,154,0.009458872,0.068373540
GB,GBR,United Kingdom,GB,826,12/11/2017,ISO 3166-2:GB,12/11/2017,Europe,150,Northern Europe,1,154,0.079483825,0.072826839
IE,IRL,Ireland,IE,372,12/11/2017,ISO 3166-2:IE,12/11/2017,Europe,150,Northern Europe,1,154,0.005894177,0.075770691
IS,ISL,Iceland,IS,352,12/11/2017,ISO 3166-2:IS,12/11/2017,Europe,150,Northern Europe,1,154,0.002253299,0.183751780
LT,LTU,Lithuania,LT,440,12/11/2017,ISO 3166-2:LT,12/11/2017,Europe,150,Northern Europe,1,154,0.000655227,0.090789499
LV,LVA,Latvia,LV,428,12/11/2017,ISO 3166-2:LV,12/11/2017,Europe,150,Northern Europe,1,154,0.000834904,0.088662054
NO,NOR,Norway,NO,578,12/11/2017,ISO 3166-2:NO,12/11/2017,Europe,150,Northern Europe,1,154,0.028949257,0.123814019
SE,SWE,Sweden,SE,752,12/11/2017,ISO 3166-2:SE,12/11/2017,Europe,150,Northern Europe,1,154,0.053552751,0.114843472
AD,AND,Andorra,AD,20,12/11/2017,ISO 3166-2:AD,12/11/2017,Europe,150,Southern Europe,1,39,6.034114893e-06,0.044776119
ES,ESP,Spain,ES,724,12/11/2017,ISO 3166-2:ES,12/11/2017,Europe,150,Southern Europe,1,39,0.010645766,0.023904099
GR,GRC,Greece,GR,300,12/11/2017,ISO 3166-2:GR,12/11/2017,Europe,150,Southern Europe,1,39,0.000893852,0.087488666
IT,ITA,Italy,IT,380,12/11/2017,ISO 3166-2:IT,12/11/2017,Europe,150,Southern Europe,1,39,0.013769223,0.047079328
MT,MLT,Malta,MT,470,12/11/2017,ISO 3166-2:MT,12/11/2017,Europe,150,Southern Europe,1,39,0.000418301,0.121219656
PT,PRT,Portugal,PT,620,12/11/2017,ISO 3166-2:PT,12/11/2017,Europe,150,Southern Europe,1,39,0.001587664,0.029445677
AT,AUT,Austria,AT,40,12/11/2017,ISO 3166-2:AT,12/11/2017,Europe,150,Western Europe,1,155,0.003310293,0.066587579
BE,BEL,Belgium,BE,56,12/11/2017,ISO 3166-2:BE,12/11/2017,Europe,150,Western Europe,1,155,0.005214564,0.059474001
CH,CHE,Switzerland,CH,756,12/11/2017,ISO 3166-2:CH,12/11/2017,Europe,150,Western Europe,1,155,0.003217383,0.034863966
DE,DEU,Germany,DE,276,12/11/2017,ISO 3166-2:DE,12/11/2017,Europe,150,Western Europe,1,155,0.050752258,0.053814062
FR,FRA,France,FR,250,12/11/2017,ISO 3166-2:FR,12/11/2017,Europe,150,Western Europe,1,155,0.007495017,0.018107788
LI,LIE,Liechtenstein,LI,438,12/11/2017,ISO 3166-2:LI,12/11/2017,Europe,150,Western Europe,1,155,1.651539091e-06,0.086223507
LU,LUX,Luxembourg,LU,442,12/11/2017,ISO 3166-2:LU,12/11/2017,Europe,150,Western Europe,1,155,0.000239695,0.069569712
MC,MCO,Monaco,MC,492,12/11/2017,ISO 3166-2:MC,12/11/2017,Europe,150,Western Europe,1,155,1.808389173e-06,0.102456874
NL,NLD,Netherlands,NL,528,12/11/2017,ISO 3166-2:NL,12/11/2017,Europe,150,Western Europe,1,155,0.043003236,0.097249598
AU,AUS,Australia,AU,36,12/12/2017,ISO 3166-2:AU,12/12/2017,Oceania,9,Australia and New Zealand,1,53,0.019449013,0.033270199
NZ,NZL,New Zealand,NZ,554,12/12/2017,ISO 3166-2:NZ,12/12/2017,Oceania,9,Australia and New Zealand,1,53,0.004707911,0.037642779
DO,DOM,Dominican Republic,DO,214,12/12/2017,ISO 3166-2:DO,12/12/2017,Americas,19,Caribbean,1,29,0.000253424,0.016509666
CR,CRI,Costa Rica,CR,188,12/12/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,0.000687686,0.014789361
GT,GTM,Guatemala,GT,320,12/12/2017,ISO 3166-2:GT,12/12/2017,Americas,19,Central America,1,13,0.000421115,0.021115882
HN,HND,Honduras,HN,340,12/12/2017,ISO 3166-2:HN,12/12/2017,Americas,19,Central America,1,13,0.000159627,0.016974995
MX,MEX,Mexico,MX,484,12/12/2017,ISO 3166-2:MX,12/12/2017,Americas,19,Central America,1,13,0.015358013,0.015798928
NI,NIC,Nicaragua,NI,558,12/12/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,5.884645992e-05,0.013755710
PA,PAN,Panama,PA,591,12/12/2017,ISO 3166-2:PA,12/12/2017,Americas,19,Central America,1,13,0.000362185,0.027310980
SV,SLV,El Salvador,SV,222,12/12/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,0.000135140,0.012241262
CA,CAN,Canada,CA,124,12/12/2017,ISO 3166-2:CA,12/12/2017,Americas,19,Northern America,1,21,0.049413311,0.082351875
US,USA,United States of America,US,840,12/12/2017,ISO 3166-2:US,12/12/2017,Americas,19,Northern America,1,21,0.378334972,0.064110141
AR,ARG,Argentina,AR,32,12/12/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000991191,0.002848004
BO,BOL,Bolivia (Plurinational State of),BO,68,12/12/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,7.385793535e-05,0.005902082
BR,BRA,Brazil,BR,76,12/12/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.003328811,0.003331506
CL,CHL,Chile,CL,152,12/12/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.001799615,0.006104025
CO,COL,Colombia,CO,170,12/12/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,0.001034703,0.010851255
EC,ECU,Ecuador,EC,218,12/12/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,0.000360395,0.010793692
PE,PER,Peru,PE,604,12/12/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,0.001136240,0.008402420
PY,PRY,Paraguay,PY,600,12/12/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,4.161140392e-05,0.002614737
UY,URY,Uruguay,UY,858,12/12/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,4.245101318e-05,0.002161086
HK,HKG,Hong Kong,HK,344,12/12/2017,ISO 3166-2:HK,12/12/2017,Asia,142,Eastern Asia,1,30,0.001336178,0.036958821
JP,JPN,Japan,JP,392,12/12/2017,ISO 3166-2:JP,12/12/2017,Asia,142,Eastern Asia,1,30,0.002406984,0.033238900
TW,TWN,"Taiwan, Province of China",TW,158,12/12/2017,ISO 3166-2:TW,12/12/2017,Asia,142,Eastern Asia,1,30,0.001450236,0.028781070
ID,IDN,Indonesia,ID,360,12/12/2017,ISO 3166-2:ID,12/12/2017,Asia,142,South-Eastern Asia,1,35,0.003216931,0.020758014
MY,MYS,Malaysia,MY,458,12/12/2017,ISO 3166-2:MY,12/12/2017,Asia,142,South-Eastern Asia,1,35,0.002623401,0.036478458
PH,PHL,Philippines,PH,608,12/12/2017,ISO 3166-2:PH,12/12/2017,Asia,142,South-Eastern Asia,1,35,0.012530928,0.042030215
SG,SGP,Singapore,SG,702,12/12/2017,ISO 3166-2:SG,12/12/2017,Asia,142,South-Eastern Asia,1,35,0.003528472,0.043934016
TH,THA,Thailand,TH,764,12/12/2017,ISO 3166-2:TH,12/12/2017,Asia,142,South-Eastern Asia,1,35,0.000296198,0.019011641
CY,CYP,Cyprus,CY,196,12/12/2017,ISO 3166-2:CY,12/12/2017,Asia,142,Western Asia,1,145,0.000125711,0.109186053
TR,TUR,Turkey,TR,792,12/12/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,0.000950908,0.006408623
BG,BGR,Bulgaria,BG,100,12/12/2017,ISO 3166-2:BG,12/12/2017,Europe,150,Eastern Europe,1,151,0.000277265,0.052969451
CZ,CZE,Czech Republic,CZ,203,12/12/2017,ISO 3166-2:CZ,12/12/2017,Europe,150,Eastern Europe,1,151,0.002335276,0.063106916
HU,HUN,Hungary,HU,348,12/12/2017,ISO 3166-2:HU,12/12/2017,Europe,150,Eastern Europe,1,151,0.001842223,0.074110463
PL,POL,Poland,PL,616,12/12/2017,ISO 3166-2:PL,12/12/2017,Europe,150,Eastern Europe,1,151,0.009476255,0.066253874
SK,SVK,Slovakia,SK,703,12/12/2017,ISO 3166-2:SK,12/12/2017,Europe,150,Eastern Europe,1,151,0.000995952,0.102278175
DK,DNK,Denmark,DK,208,12/12/2017,ISO 3166-2:DK,12/12/2017,Europe,150,Northern Europe,1,154,0.019443671,0.117139017
EE,EST,Estonia,EE,233,12/12/2017,ISO 3166-2:EE,12/12/2017,Europe,150,Northern Europe,1,154,0.000557473,0.074800313
FI,FIN,Finland,FI,246,12/12/2017,ISO 3166-2:FI,12/12/2017,Europe,150,Northern Europe,1,154,0.010834087,0.078073042
GB,GBR,United Kingdom,GB,826,12/12/2017,ISO 3166-2:GB,12/12/2017,Europe,150,Northern Europe,1,154,0.079181040,0.070210352
IE,IRL,Ireland,IE,372,12/12/2017,ISO 3166-2:IE,12/12/2017,Europe,150,Northern Europe,1,154,0.005849908,0.073707842
IS,ISL,Iceland,IS,352,12/12/2017,ISO 3166-2:IS,12/12/2017,Europe,150,Northern Europe,1,154,0.002211236,0.175759656
LT,LTU,Lithuania,LT,440,12/12/2017,ISO 3166-2:LT,12/12/2017,Europe,150,Northern Europe,1,154,0.000675978,0.090744810
LV,LVA,Latvia,LV,428,12/12/2017,ISO 3166-2:LV,12/12/2017,Europe,150,Northern Europe,1,154,0.000835070,0.087348601
NO,NOR,Norway,NO,578,12/12/2017,ISO 3166-2:NO,12/12/2017,Europe,150,Northern Europe,1,154,0.030479883,0.127715930
SE,SWE,Sweden,SE,752,12/12/2017,ISO 3166-2:SE,12/12/2017,Europe,150,Northern Europe,1,154,0.052370000,0.113632175
AD,AND,Andorra,AD,20,12/12/2017,ISO 3166-2:AD,12/12/2017,Europe,150,Southern Europe,1,39,4.770087767e-06,0.033445465
ES,ESP,Spain,ES,724,12/12/2017,ISO 3166-2:ES,12/12/2017,Europe,150,Southern Europe,1,39,0.010348156,0.021983924
GR,GRC,Greece,GR,300,12/12/2017,ISO 3166-2:GR,12/12/2017,Europe,150,Southern Europe,1,39,0.000937161,0.089078182
IT,ITA,Italy,IT,380,12/12/2017,ISO 3166-2:IT,12/12/2017,Europe,150,Southern Europe,1,39,0.012474730,0.040857166
MT,MLT,Malta,MT,470,12/12/2017,ISO 3166-2:MT,12/12/2017,Europe,150,Southern Europe,1,39,0.000436661,0.120036117
PT,PRT,Portugal,PT,620,12/12/2017,ISO 3166-2:PT,12/12/2017,Europe,150,Southern Europe,1,39,0.001713762,0.030089385
AT,AUT,Austria,AT,40,12/12/2017,ISO 3166-2:AT,12/12/2017,Europe,150,Western Europe,1,155,0.003448903,0.067242193
BE,BEL,Belgium,BE,56,12/12/2017,ISO 3166-2:BE,12/12/2017,Europe,150,Western Europe,1,155,0.004438497,0.049143906
CH,CHE,Switzerland,CH,756,12/12/2017,ISO 3166-2:CH,12/12/2017,Europe,150,Western Europe,1,155,0.003338083,0.035026601
DE,DEU,Germany,DE,276,12/12/2017,ISO 3166-2:DE,12/12/2017,Europe,150,Western Europe,1,155,0.049820162,0.051811519
FR,FRA,France,FR,250,12/12/2017,ISO 3166-2:FR,12/12/2017,Europe,150,Western Europe,1,155,0.007210832,0.016969419
LI,LIE,Liechtenstein,LI,438,12/12/2017,ISO 3166-2:LI,12/12/2017,Europe,150,Western Europe,1,155,3.589098919e-06,0.161009934
LU,LUX,Luxembourg,LU,442,12/12/2017,ISO 3166-2:LU,12/12/2017,Europe,150,Western Europe,1,155,0.000250600,0.069448244
MC,MCO,Monaco,MC,492,12/12/2017,ISO 3166-2:MC,12/12/2017,Europe,150,Western Europe,1,155,9.134210617e-07,0.048672566
NL,NLD,Netherlands,NL,528,12/12/2017,ISO 3166-2:NL,12/12/2017,Europe,150,Western Europe,1,155,0.034578256,0.077643458
AU,AUS,Australia,AU,36,12/13/2017,ISO 3166-2:AU,12/13/2017,Oceania,9,Australia and New Zealand,1,53,0.020551448,0.035265830
NZ,NZL,New Zealand,NZ,554,12/13/2017,ISO 3166-2:NZ,12/13/2017,Oceania,9,Australia and New Zealand,1,53,0.005031179,0.040183185
DO,DOM,Dominican Republic,DO,214,12/13/2017,ISO 3166-2:DO,12/13/2017,Americas,19,Caribbean,1,29,0.000271572,0.017482547
CR,CRI,Costa Rica,CR,188,12/13/2017,ISO 3166-2:CR,,Americas,19,Central America,1,13,0.000687566,0.014651131
GT,GTM,Guatemala,GT,320,12/13/2017,ISO 3166-2:GT,12/13/2017,Americas,19,Central America,1,13,0.000412553,0.020465881
HN,HND,Honduras,HN,340,12/13/2017,ISO 3166-2:HN,12/13/2017,Americas,19,Central America,1,13,0.000176733,0.018773228
MX,MEX,Mexico,MX,484,12/13/2017,ISO 3166-2:MX,12/13/2017,Americas,19,Central America,1,13,0.015383229,0.015460991
NI,NIC,Nicaragua,NI,558,12/13/2017,ISO 3166-2:NI,,Americas,19,Central America,1,13,5.929855721e-05,0.014096771
PA,PAN,Panama,PA,591,12/13/2017,ISO 3166-2:PA,12/13/2017,Americas,19,Central America,1,13,0.000401684,0.030203193
SV,SLV,El Salvador,SV,222,12/13/2017,ISO 3166-2:SV,,Americas,19,Central America,1,13,0.000133369,0.011922092
CA,CAN,Canada,CA,124,12/13/2017,ISO 3166-2:CA,12/13/2017,Americas,19,Northern America,1,21,0.047333009,0.079066671
US,USA,United States of America,US,840,12/13/2017,ISO 3166-2:US,12/13/2017,Americas,19,Northern America,1,21,0.389541200,0.065797360
AR,ARG,Argentina,AR,32,12/13/2017,ISO 3166-2:AR,,Americas,19,South America,1,5,0.000981217,0.002844699
BO,BOL,Bolivia (Plurinational State of),BO,68,12/13/2017,ISO 3166-2:BO,,Americas,19,South America,1,5,6.967834200e-05,0.005495697
BR,BRA,Brazil,BR,76,12/13/2017,ISO 3166-2:BR,,Americas,19,South America,1,5,0.003355964,0.003281881
CL,CHL,Chile,CL,152,12/13/2017,ISO 3166-2:CL,,Americas,19,South America,1,5,0.001873325,0.006154815
CO,COL,Colombia,CO,170,12/13/2017,ISO 3166-2:CO,,Americas,19,South America,1,5,0.001067559,0.011072186
EC,ECU,Ecuador,EC,218,12/13/2017,ISO 3166-2:EC,,Americas,19,South America,1,5,0.000374032,0.011052916
PE,PER,Peru,PE,604,12/13/2017,ISO 3166-2:PE,,Americas,19,South America,1,5,0.001148226,0.008434870
PY,PRY,Paraguay,PY,600,12/13/2017,ISO 3166-2:PY,,Americas,19,South America,1,5,4.067952991e-05,0.002526724
UY,URY,Uruguay,UY,858,12/13/2017,ISO 3166-2:UY,,Americas,19,South America,1,5,4.155604507e-05,0.002070054
HK,HKG,Hong Kong,HK,344,12/13/2017,ISO 3166-2:HK,12/13/2017,Asia,142,Eastern Asia,1,30,0.001388954,0.038251441
JP,JPN,Japan,JP,392,12/13/2017,ISO 3166-2:JP,12/13/2017,Asia,142,Eastern Asia,1,30,0.002347077,0.032530259
TW,TWN,"Taiwan, Province of China",TW,158,12/13/2017,ISO 3166-2:TW,12/13/2017,Asia,142,Eastern Asia,1,30,0.001456796,0.028801355
ID,IDN,Indonesia,ID,360,12/13/2017,ISO 3166-2:ID,12/13/2017,Asia,142,South-Eastern Asia,1,35,0.003229949,0.020925386
MY,MYS,Malaysia,MY,458,12/13/2017,ISO 3166-2:MY,12/13/2017,Asia,142,South-Eastern Asia,1,35,0.003131087,0.042595887
PH,PHL,Philippines,PH,608,12/13/2017,ISO 3166-2:PH,12/13/2017,Asia,142,South-Eastern Asia,1,35,0.012655292,0.042628299
SG,SGP,Singapore,SG,702,12/13/2017,ISO 3166-2:SG,12/13/2017,Asia,142,South-Eastern Asia,1,35,0.003798660,0.047579305
TH,THA,Thailand,TH,764,12/13/2017,ISO 3166-2:TH,12/13/2017,Asia,142,South-Eastern Asia,1,35,0.000317631,0.020279409
CY,CYP,Cyprus,CY,196,12/13/2017,ISO 3166-2:CY,12/13/2017,Asia,142,Western Asia,1,145,0.000131219,0.117611061
TR,TUR,Turkey,TR,792,12/13/2017,ISO 3166-2:TR,,Asia,142,Western Asia,1,145,0.000609067,0.004056591
BG,BGR,Bulgaria,BG,100,12/13/2017,ISO 3166-2:BG,12/13/2017,Europe,150,Eastern Europe,1,151,0.000315859,0.060537149
CZ,CZE,Czech Republic,CZ,203,12/13/2017,ISO 3166-2:CZ,12/13/2017,Europe,150,Eastern Europe,1,151,0.002319471,0.062876859
HU,HUN,Hungary,HU,348,12/13/2017,ISO 3166-2:HU,12/13/2017,Europe,150,Eastern Europe,1,151,0.001878215,0.075662785
PL,POL,Poland,PL,616,12/13/2017,ISO 3166-2:PL,12/13/2017,Europe,150,Eastern Europe,1,151,0.009789521,0.068354870
SK,SVK,Slovakia,SK,703,12/13/2017,ISO 3166-2:SK,12/13/2017,Europe,150,Eastern Europe,1,151,0.000886627,0.092022178
DK,DNK,Denmark,DK,208,12/13/2017,ISO 3166-2:DK,12/13/2017,Europe,150,Northern Europe,1,154,0.019736344,0.117007459
EE,EST,Estonia,EE,233,12/13/2017,ISO 3166-2:EE,12/13/2017,Europe,150,Northern Europe,1,154,0.000544085,0.071734161
FI,FIN,Finland,FI,246,12/13/2017,ISO 3166-2:FI,12/13/2017,Europe,150,Northern Europe,1,154,0.011015959,0.078139632
GB,GBR,United Kingdom,GB,826,12/13/2017,ISO 3166-2:GB,12/13/2017,Europe,150,Northern Europe,1,154,0.078826540,0.069286565
IE,IRL,Ireland,IE,372,12/13/2017,ISO 3166-2:IE,12/13/2017,Europe,150,Northern Europe,1,154,0.005878178,0.073850659
IS,ISL,Iceland,IS,352,12/13/2017,ISO 3166-2:IS,12/13/2017,Europe,150,Northern Europe,1,154,0.002239432,0.180287904
LT,LTU,Lithuania,LT,440,12/13/2017,ISO 3166-2:LT,12/13/2017,Europe,150,Northern Europe,1,154,0.000680720,0.091148089
LV,LVA,Latvia,LV,428,12/13/2017,ISO 3166-2:LV,12/13/2017,Europe,150,Northern Europe,1,154,0.000829026,0.084997597
NO,NOR,Norway,NO,578,12/13/2017,ISO 3166-2:NO,12/13/2017,Europe,150,Northern Europe,1,154,0.031452280,0.132249915
SE,SWE,Sweden,SE,752,12/13/2017,ISO 3166-2:SE,12/13/2017,Europe,150,Northern Europe,1,154,0.064663411,0.138571960
AD,AND,Andorra,AD,20,12/13/2017,ISO 3166-2:AD,12/13/2017,Europe,150,Southern Europe,1,39,5.194505634e-06,0.034075778
ES,ESP,Spain,ES,724,12/13/2017,ISO 3166-2:ES,12/13/2017,Europe,150,Southern Europe,1,39,0.011264309,0.023714917
GR,GRC,Greece,GR,300,12/13/2017,ISO 3166-2:GR,12/13/2017,Europe,150,Southern Europe,1,39,0.000921402,0.085445989
IT,ITA,Italy,IT,380,12/13/2017,ISO 3166-2:IT,12/13/2017,Europe,150,Southern Europe,1,39,0.012813397,0.040876276
MT,MLT,Malta,MT,470,12/13/2017,ISO 3166-2:MT,12/13/2017,Europe,150,Southern Europe,1,39,0.000414379,0.127616650
PT,PRT,Portugal,PT,620,12/13/2017,ISO 3166-2:PT,12/13/2017,Europe,150,Southern Europe,1,39,0.001775340,0.030977613
AT,AUT,Austria,AT,40,12/13/2017,ISO 3166-2:AT,12/13/2017,Europe,150,Western Europe,1,155,0.003460270,0.066820166
BE,BEL,Belgium,BE,56,12/13/2017,ISO 3166-2:BE,12/13/2017,Europe,150,Western Europe,1,155,0.004589221,0.049151771
CH,CHE,Switzerland,CH,756,12/13/2017,ISO 3166-2:CH,12/13/2017,Europe,150,Western Europe,1,155,0.003449318,0.035286355
DE,DEU,Germany,DE,276,12/13/2017,ISO 3166-2:DE,12/13/2017,Europe,150,Western Europe,1,155,0.051388635,0.052724915
FR,FRA,France,FR,250,12/13/2017,ISO 3166-2:FR,12/13/2017,Europe,150,Western Europe,1,155,0.008061015,0.018301857
LI,LIE,Liechtenstein,LI,438,12/13/2017,ISO 3166-2:LI,12/13/2017,Europe,150,Western Europe,1,155,2.278939417e-06,0.108476065
